Round:,0
Attended,9
Total covered,153
Unique covered,66

Round:,1
Attended,7
Total covered,100
Unique covered,48

Round:,2
Attended,9
Total covered,166
Unique covered,69

Round:,3
Attended,4
Total covered,63
Unique covered,38

Round:,4
Attended,5
Total covered,75
Unique covered,43

Round:,5
Attended,5
Total covered,88
Unique covered,49

Round:,6
Attended,10
Total covered,195
Unique covered,71

Round:,7
Attended,7
Total covered,114
Unique covered,49

Round:,8
Attended,4
Total covered,76
Unique covered,45

Round:,9
Attended,6
Total covered,72
Unique covered,39

Round:,10
Attended,9
Total covered,140
Unique covered,59

Round:,11
Attended,8
Total covered,150
Unique covered,54

Round:,12
Attended,5
Total covered,90
Unique covered,48

Round:,13
Attended,7
Total covered,129
Unique covered,61

Round:,14
Attended,4
Total covered,66
Unique covered,40

Round:,15
Attended,10
Total covered,152
Unique covered,53

Round:,16
Attended,8
Total covered,128
Unique covered,54

Round:,17
Attended,9
Total covered,171
Unique covered,60

Round:,18
Attended,9
Total covered,142
Unique covered,61

Round:,19
Attended,6
Total covered,105
Unique covered,48

Round:,20
Attended,8
Total covered,136
Unique covered,63

Round:,21
Attended,8
Total covered,148
Unique covered,56

Round:,22
Attended,6
Total covered,111
Unique covered,58

Round:,23
Attended,8
Total covered,161
Unique covered,64

Round:,24
Attended,7
Total covered,120
Unique covered,54

Round:,25
Attended,7
Total covered,141
Unique covered,60

Round:,26
Attended,8
Total covered,140
Unique covered,64

Round:,27
Attended,7
Total covered,137
Unique covered,58

Round:,28
Attended,6
Total covered,117
Unique covered,57

Round:,29
Attended,5
Total covered,85
Unique covered,37

Round:,30
Attended,9
Total covered,132
Unique covered,53

Round:,31
Attended,8
Total covered,113
Unique covered,55

Round:,32
Attended,8
Total covered,170
Unique covered,63

Round:,33
Attended,6
Total covered,98
Unique covered,47

Round:,34
Attended,9
Total covered,164
Unique covered,65

Round:,35
Attended,8
Total covered,103
Unique covered,47

Round:,36
Attended,8
Total covered,143
Unique covered,56

Round:,37
Attended,6
Total covered,59
Unique covered,35

Round:,38
Attended,9
Total covered,161
Unique covered,58

Round:,39
Attended,7
Total covered,108
Unique covered,48

Round:,40
Attended,7
Total covered,126
Unique covered,52

Round:,41
Attended,6
Total covered,113
Unique covered,60

Round:,42
Attended,8
Total covered,140
Unique covered,55

Round:,43
Attended,9
Total covered,184
Unique covered,69

Round:,44
Attended,7
Total covered,119
Unique covered,58

Round:,45
Attended,5
Total covered,90
Unique covered,52

Round:,46
Attended,8
Total covered,150
Unique covered,63

Round:,47
Attended,5
Total covered,97
Unique covered,50

Round:,48
Attended,7
Total covered,110
Unique covered,54

Round:,49
Attended,5
Total covered,95
Unique covered,49

Round:,50
Attended,7
Total covered,125
Unique covered,48

Round:,51
Attended,4
Total covered,64
Unique covered,38

Round:,52
Attended,8
Total covered,133
Unique covered,56

Round:,53
Attended,6
Total covered,85
Unique covered,44

Round:,54
Attended,9
Total covered,148
Unique covered,64

Round:,55
Attended,8
Total covered,144
Unique covered,63

Round:,56
Attended,9
Total covered,180
Unique covered,65

Round:,57
Attended,7
Total covered,103
Unique covered,55

Round:,58
Attended,4
Total covered,69
Unique covered,43

Round:,59
Attended,8
Total covered,138
Unique covered,56

Round:,60
Attended,8
Total covered,100
Unique covered,44

Round:,61
Attended,8
Total covered,129
Unique covered,54

Round:,62
Attended,3
Total covered,20
Unique covered,16

Round:,63
Attended,6
Total covered,84
Unique covered,44

Round:,64
Attended,9
Total covered,143
Unique covered,59

Round:,65
Attended,3
Total covered,35
Unique covered,23

Round:,66
Attended,7
Total covered,119
Unique covered,61

Round:,67
Attended,8
Total covered,148
Unique covered,51

Round:,68
Attended,7
Total covered,119
Unique covered,52

Round:,69
Attended,9
Total covered,174
Unique covered,61

Round:,70
Attended,6
Total covered,96
Unique covered,46

Round:,71
Attended,7
Total covered,128
Unique covered,57

Round:,72
Attended,5
Total covered,81
Unique covered,43

Round:,73
Attended,7
Total covered,117
Unique covered,56

Round:,74
Attended,6
Total covered,103
Unique covered,56

Round:,75
Attended,8
Total covered,113
Unique covered,52

Round:,76
Attended,6
Total covered,87
Unique covered,50

Round:,77
Attended,7
Total covered,102
Unique covered,47

Round:,78
Attended,10
Total covered,168
Unique covered,66

Round:,79
Attended,7
Total covered,111
Unique covered,52

Round:,80
Attended,7
Total covered,112
Unique covered,49

Round:,81
Attended,7
Total covered,104
Unique covered,46

Round:,82
Attended,8
Total covered,132
Unique covered,52

Round:,83
Attended,6
Total covered,91
Unique covered,44

Round:,84
Attended,6
Total covered,101
Unique covered,48

Round:,85
Attended,6
Total covered,80
Unique covered,41

Round:,86
Attended,6
Total covered,108
Unique covered,49

Round:,87
Attended,6
Total covered,90
Unique covered,50

Round:,88
Attended,4
Total covered,76
Unique covered,40

Round:,89
Attended,8
Total covered,122
Unique covered,57

Round:,90
Attended,7
Total covered,124
Unique covered,57

Round:,91
Attended,5
Total covered,70
Unique covered,40

Round:,92
Attended,7
Total covered,95
Unique covered,50

Round:,93
Attended,5
Total covered,94
Unique covered,43

Round:,94
Attended,6
Total covered,124
Unique covered,56

Round:,95
Attended,7
Total covered,144
Unique covered,65

Round:,96
Attended,7
Total covered,129
Unique covered,60

Round:,97
Attended,7
Total covered,108
Unique covered,54

Round:,98
Attended,8
Total covered,144
Unique covered,62

Round:,99
Attended,6
Total covered,106
Unique covered,49

