Round:,0
Attended,5
Total covered,512
Unique covered,193

Round:,1
Attended,5
Total covered,551
Unique covered,196

Round:,2
Attended,5
Total covered,548
Unique covered,193

Round:,3
Attended,5
Total covered,550
Unique covered,196

Round:,4
Attended,5
Total covered,533
Unique covered,199

Round:,5
Attended,5
Total covered,494
Unique covered,193

Round:,6
Attended,5
Total covered,536
Unique covered,194

Round:,7
Attended,5
Total covered,510
Unique covered,193

Round:,8
Attended,5
Total covered,531
Unique covered,194

Round:,9
Attended,5
Total covered,521
Unique covered,193

Round:,10
Attended,4
Total covered,444
Unique covered,193

Round:,11
Attended,4
Total covered,444
Unique covered,192

Round:,12
Attended,5
Total covered,538
Unique covered,196

Round:,13
Attended,5
Total covered,538
Unique covered,194

Round:,14
Attended,4
Total covered,430
Unique covered,191

Round:,15
Attended,4
Total covered,421
Unique covered,194

Round:,16
Attended,5
Total covered,531
Unique covered,199

Round:,17
Attended,4
Total covered,425
Unique covered,188

Round:,18
Attended,5
Total covered,548
Unique covered,197

Round:,19
Attended,5
Total covered,516
Unique covered,193

Round:,20
Attended,5
Total covered,526
Unique covered,193

Round:,21
Attended,5
Total covered,550
Unique covered,196

Round:,22
Attended,5
Total covered,512
Unique covered,195

Round:,23
Attended,4
Total covered,441
Unique covered,192

Round:,24
Attended,5
Total covered,528
Unique covered,193

Round:,25
Attended,4
Total covered,444
Unique covered,190

Round:,26
Attended,5
Total covered,564
Unique covered,198

Round:,27
Attended,5
Total covered,538
Unique covered,197

Round:,28
Attended,5
Total covered,543
Unique covered,196

Round:,29
Attended,4
Total covered,444
Unique covered,192

Round:,30
Attended,5
Total covered,530
Unique covered,194

Round:,31
Attended,5
Total covered,527
Unique covered,194

Round:,32
Attended,5
Total covered,544
Unique covered,194

Round:,33
Attended,5
Total covered,551
Unique covered,197

Round:,34
Attended,5
Total covered,526
Unique covered,194

Round:,35
Attended,5
Total covered,557
Unique covered,196

Round:,36
Attended,4
Total covered,435
Unique covered,194

Round:,37
Attended,4
Total covered,417
Unique covered,189

Round:,38
Attended,5
Total covered,532
Unique covered,197

Round:,39
Attended,4
Total covered,438
Unique covered,195

Round:,40
Attended,5
Total covered,544
Unique covered,197

Round:,41
Attended,5
Total covered,527
Unique covered,190

Round:,42
Attended,5
Total covered,541
Unique covered,196

Round:,43
Attended,5
Total covered,560
Unique covered,199

Round:,44
Attended,5
Total covered,546
Unique covered,197

Round:,45
Attended,5
Total covered,543
Unique covered,197

Round:,46
Attended,5
Total covered,545
Unique covered,198

Round:,47
Attended,5
Total covered,536
Unique covered,195

Round:,48
Attended,5
Total covered,544
Unique covered,197

Round:,49
Attended,4
Total covered,424
Unique covered,195

Round:,50
Attended,5
Total covered,537
Unique covered,197

Round:,51
Attended,5
Total covered,530
Unique covered,195

Round:,52
Attended,5
Total covered,520
Unique covered,195

Round:,53
Attended,5
Total covered,527
Unique covered,194

Round:,54
Attended,5
Total covered,557
Unique covered,197

Round:,55
Attended,5
Total covered,536
Unique covered,197

Round:,56
Attended,5
Total covered,543
Unique covered,199

Round:,57
Attended,5
Total covered,526
Unique covered,195

Round:,58
Attended,4
Total covered,415
Unique covered,187

Round:,59
Attended,4
Total covered,438
Unique covered,186

Round:,60
Attended,5
Total covered,517
Unique covered,193

Round:,61
Attended,5
Total covered,543
Unique covered,199

Round:,62
Attended,5
Total covered,529
Unique covered,191

Round:,63
Attended,5
Total covered,560
Unique covered,198

Round:,64
Attended,5
Total covered,528
Unique covered,196

Round:,65
Attended,5
Total covered,535
Unique covered,194

Round:,66
Attended,4
Total covered,433
Unique covered,191

Round:,67
Attended,5
Total covered,546
Unique covered,193

Round:,68
Attended,5
Total covered,557
Unique covered,197

Round:,69
Attended,5
Total covered,561
Unique covered,197

Round:,70
Attended,4
Total covered,423
Unique covered,185

Round:,71
Attended,5
Total covered,539
Unique covered,196

Round:,72
Attended,4
Total covered,436
Unique covered,193

Round:,73
Attended,5
Total covered,549
Unique covered,193

Round:,74
Attended,5
Total covered,541
Unique covered,197

Round:,75
Attended,5
Total covered,549
Unique covered,199

Round:,76
Attended,4
Total covered,436
Unique covered,189

Round:,77
Attended,5
Total covered,521
Unique covered,196

Round:,78
Attended,5
Total covered,522
Unique covered,196

Round:,79
Attended,5
Total covered,520
Unique covered,196

Round:,80
Attended,5
Total covered,535
Unique covered,193

Round:,81
Attended,3
Total covered,319
Unique covered,180

Round:,82
Attended,3
Total covered,335
Unique covered,180

Round:,83
Attended,5
Total covered,528
Unique covered,195

Round:,84
Attended,5
Total covered,532
Unique covered,192

Round:,85
Attended,5
Total covered,544
Unique covered,196

Round:,86
Attended,5
Total covered,524
Unique covered,196

Round:,87
Attended,5
Total covered,545
Unique covered,198

Round:,88
Attended,4
Total covered,425
Unique covered,191

Round:,89
Attended,5
Total covered,519
Unique covered,198

Round:,90
Attended,5
Total covered,539
Unique covered,197

Round:,91
Attended,5
Total covered,528
Unique covered,200

Round:,92
Attended,5
Total covered,534
Unique covered,197

Round:,93
Attended,5
Total covered,541
Unique covered,198

Round:,94
Attended,5
Total covered,544
Unique covered,191

Round:,95
Attended,5
Total covered,537
Unique covered,196

Round:,96
Attended,5
Total covered,551
Unique covered,195

Round:,97
Attended,5
Total covered,526
Unique covered,194

Round:,98
Attended,5
Total covered,522
Unique covered,197

Round:,99
Attended,5
Total covered,535
Unique covered,196

