Round:,0
Attended,5
Total covered,139
Unique covered,108

Round:,1
Attended,4
Total covered,111
Unique covered,87

Round:,2
Attended,5
Total covered,139
Unique covered,105

Round:,3
Attended,4
Total covered,111
Unique covered,86

Round:,4
Attended,3
Total covered,84
Unique covered,78

Round:,5
Attended,4
Total covered,112
Unique covered,89

Round:,6
Attended,4
Total covered,102
Unique covered,84

Round:,7
Attended,5
Total covered,132
Unique covered,99

Round:,8
Attended,5
Total covered,137
Unique covered,103

Round:,9
Attended,3
Total covered,92
Unique covered,79

Round:,10
Attended,4
Total covered,111
Unique covered,88

Round:,11
Attended,3
Total covered,75
Unique covered,60

Round:,12
Attended,4
Total covered,104
Unique covered,87

Round:,13
Attended,5
Total covered,127
Unique covered,98

Round:,14
Attended,4
Total covered,103
Unique covered,87

Round:,15
Attended,5
Total covered,129
Unique covered,98

Round:,16
Attended,4
Total covered,111
Unique covered,90

Round:,17
Attended,4
Total covered,101
Unique covered,83

Round:,18
Attended,5
Total covered,146
Unique covered,109

Round:,19
Attended,4
Total covered,118
Unique covered,97

Round:,20
Attended,5
Total covered,137
Unique covered,111

Round:,21
Attended,5
Total covered,127
Unique covered,94

Round:,22
Attended,5
Total covered,137
Unique covered,108

Round:,23
Attended,5
Total covered,132
Unique covered,103

Round:,24
Attended,5
Total covered,133
Unique covered,107

Round:,25
Attended,5
Total covered,128
Unique covered,97

Round:,26
Attended,5
Total covered,130
Unique covered,98

Round:,27
Attended,5
Total covered,124
Unique covered,105

Round:,28
Attended,5
Total covered,132
Unique covered,98

Round:,29
Attended,4
Total covered,121
Unique covered,91

Round:,30
Attended,5
Total covered,141
Unique covered,108

Round:,31
Attended,5
Total covered,145
Unique covered,109

Round:,32
Attended,3
Total covered,75
Unique covered,67

Round:,33
Attended,5
Total covered,130
Unique covered,101

Round:,34
Attended,2
Total covered,47
Unique covered,45

Round:,35
Attended,4
Total covered,97
Unique covered,85

Round:,36
Attended,5
Total covered,129
Unique covered,99

Round:,37
Attended,4
Total covered,110
Unique covered,88

Round:,38
Attended,5
Total covered,149
Unique covered,112

Round:,39
Attended,5
Total covered,138
Unique covered,107

Round:,40
Attended,5
Total covered,130
Unique covered,102

Round:,41
Attended,5
Total covered,137
Unique covered,108

Round:,42
Attended,5
Total covered,128
Unique covered,95

Round:,43
Attended,5
Total covered,140
Unique covered,97

Round:,44
Attended,5
Total covered,136
Unique covered,98

Round:,45
Attended,4
Total covered,105
Unique covered,84

Round:,46
Attended,5
Total covered,130
Unique covered,100

Round:,47
Attended,5
Total covered,130
Unique covered,100

Round:,48
Attended,5
Total covered,126
Unique covered,93

Round:,49
Attended,4
Total covered,102
Unique covered,82

Round:,50
Attended,5
Total covered,131
Unique covered,103

Round:,51
Attended,5
Total covered,126
Unique covered,99

Round:,52
Attended,5
Total covered,134
Unique covered,99

Round:,53
Attended,5
Total covered,134
Unique covered,106

Round:,54
Attended,5
Total covered,133
Unique covered,97

Round:,55
Attended,5
Total covered,127
Unique covered,94

Round:,56
Attended,5
Total covered,126
Unique covered,95

Round:,57
Attended,5
Total covered,131
Unique covered,102

Round:,58
Attended,5
Total covered,135
Unique covered,105

Round:,59
Attended,4
Total covered,119
Unique covered,96

Round:,60
Attended,5
Total covered,132
Unique covered,95

Round:,61
Attended,5
Total covered,133
Unique covered,102

Round:,62
Attended,5
Total covered,124
Unique covered,93

Round:,63
Attended,5
Total covered,122
Unique covered,98

Round:,64
Attended,4
Total covered,110
Unique covered,86

Round:,65
Attended,5
Total covered,133
Unique covered,106

Round:,66
Attended,3
Total covered,84
Unique covered,69

Round:,67
Attended,4
Total covered,128
Unique covered,98

Round:,68
Attended,4
Total covered,107
Unique covered,90

Round:,69
Attended,5
Total covered,132
Unique covered,104

Round:,70
Attended,4
Total covered,101
Unique covered,86

Round:,71
Attended,5
Total covered,129
Unique covered,99

Round:,72
Attended,5
Total covered,124
Unique covered,95

Round:,73
Attended,5
Total covered,123
Unique covered,92

Round:,74
Attended,3
Total covered,80
Unique covered,71

Round:,75
Attended,5
Total covered,123
Unique covered,98

Round:,76
Attended,4
Total covered,106
Unique covered,90

Round:,77
Attended,5
Total covered,133
Unique covered,101

Round:,78
Attended,5
Total covered,130
Unique covered,101

Round:,79
Attended,4
Total covered,111
Unique covered,96

Round:,80
Attended,3
Total covered,74
Unique covered,67

Round:,81
Attended,5
Total covered,143
Unique covered,107

Round:,82
Attended,5
Total covered,128
Unique covered,100

Round:,83
Attended,5
Total covered,146
Unique covered,109

Round:,84
Attended,5
Total covered,134
Unique covered,110

Round:,85
Attended,4
Total covered,114
Unique covered,98

Round:,86
Attended,5
Total covered,133
Unique covered,108

Round:,87
Attended,4
Total covered,110
Unique covered,85

Round:,88
Attended,3
Total covered,76
Unique covered,63

Round:,89
Attended,5
Total covered,140
Unique covered,111

Round:,90
Attended,5
Total covered,138
Unique covered,98

Round:,91
Attended,5
Total covered,125
Unique covered,103

Round:,92
Attended,5
Total covered,133
Unique covered,105

Round:,93
Attended,5
Total covered,119
Unique covered,91

Round:,94
Attended,4
Total covered,118
Unique covered,95

Round:,95
Attended,5
Total covered,142
Unique covered,104

Round:,96
Attended,4
Total covered,122
Unique covered,93

Round:,97
Attended,5
Total covered,135
Unique covered,102

Round:,98
Attended,4
Total covered,98
Unique covered,82

Round:,99
Attended,4
Total covered,106
Unique covered,87

