Round:,0
Attended,5
Total covered,343
Unique covered,178

Round:,1
Attended,5
Total covered,341
Unique covered,177

Round:,2
Attended,4
Total covered,286
Unique covered,168

Round:,3
Attended,5
Total covered,343
Unique covered,173

Round:,4
Attended,5
Total covered,334
Unique covered,171

Round:,5
Attended,4
Total covered,283
Unique covered,168

Round:,6
Attended,5
Total covered,336
Unique covered,177

Round:,7
Attended,5
Total covered,351
Unique covered,178

Round:,8
Attended,5
Total covered,333
Unique covered,177

Round:,9
Attended,4
Total covered,292
Unique covered,166

Round:,10
Attended,5
Total covered,360
Unique covered,172

Round:,11
Attended,5
Total covered,326
Unique covered,169

Round:,12
Attended,5
Total covered,340
Unique covered,177

Round:,13
Attended,5
Total covered,333
Unique covered,182

Round:,14
Attended,5
Total covered,348
Unique covered,179

Round:,15
Attended,5
Total covered,357
Unique covered,176

Round:,16
Attended,5
Total covered,357
Unique covered,176

Round:,17
Attended,5
Total covered,343
Unique covered,171

Round:,18
Attended,5
Total covered,347
Unique covered,176

Round:,19
Attended,5
Total covered,346
Unique covered,172

Round:,20
Attended,5
Total covered,347
Unique covered,176

Round:,21
Attended,5
Total covered,352
Unique covered,181

Round:,22
Attended,4
Total covered,282
Unique covered,161

Round:,23
Attended,5
Total covered,361
Unique covered,179

Round:,24
Attended,5
Total covered,336
Unique covered,168

Round:,25
Attended,5
Total covered,346
Unique covered,177

Round:,26
Attended,5
Total covered,360
Unique covered,180

Round:,27
Attended,5
Total covered,351
Unique covered,175

Round:,28
Attended,5
Total covered,341
Unique covered,175

Round:,29
Attended,5
Total covered,346
Unique covered,177

Round:,30
Attended,5
Total covered,329
Unique covered,169

Round:,31
Attended,5
Total covered,334
Unique covered,180

Round:,32
Attended,5
Total covered,355
Unique covered,179

Round:,33
Attended,5
Total covered,337
Unique covered,176

Round:,34
Attended,5
Total covered,356
Unique covered,179

Round:,35
Attended,5
Total covered,336
Unique covered,184

Round:,36
Attended,5
Total covered,344
Unique covered,176

Round:,37
Attended,4
Total covered,281
Unique covered,168

Round:,38
Attended,5
Total covered,347
Unique covered,178

Round:,39
Attended,5
Total covered,340
Unique covered,171

Round:,40
Attended,5
Total covered,357
Unique covered,183

Round:,41
Attended,3
Total covered,193
Unique covered,140

Round:,42
Attended,5
Total covered,327
Unique covered,172

Round:,43
Attended,4
Total covered,277
Unique covered,166

Round:,44
Attended,5
Total covered,328
Unique covered,169

Round:,45
Attended,5
Total covered,344
Unique covered,181

Round:,46
Attended,5
Total covered,356
Unique covered,184

Round:,47
Attended,5
Total covered,337
Unique covered,177

Round:,48
Attended,5
Total covered,346
Unique covered,180

Round:,49
Attended,5
Total covered,350
Unique covered,176

Round:,50
Attended,5
Total covered,359
Unique covered,178

Round:,51
Attended,5
Total covered,345
Unique covered,184

Round:,52
Attended,5
Total covered,333
Unique covered,173

Round:,53
Attended,5
Total covered,343
Unique covered,175

Round:,54
Attended,5
Total covered,343
Unique covered,176

Round:,55
Attended,5
Total covered,336
Unique covered,178

Round:,56
Attended,5
Total covered,342
Unique covered,179

Round:,57
Attended,5
Total covered,347
Unique covered,180

Round:,58
Attended,4
Total covered,286
Unique covered,166

Round:,59
Attended,5
Total covered,340
Unique covered,170

Round:,60
Attended,5
Total covered,347
Unique covered,178

Round:,61
Attended,4
Total covered,290
Unique covered,173

Round:,62
Attended,5
Total covered,339
Unique covered,173

Round:,63
Attended,5
Total covered,336
Unique covered,172

Round:,64
Attended,5
Total covered,332
Unique covered,177

Round:,65
Attended,5
Total covered,367
Unique covered,176

Round:,66
Attended,5
Total covered,349
Unique covered,179

Round:,67
Attended,5
Total covered,331
Unique covered,177

Round:,68
Attended,4
Total covered,265
Unique covered,158

Round:,69
Attended,5
Total covered,339
Unique covered,179

Round:,70
Attended,5
Total covered,342
Unique covered,176

Round:,71
Attended,4
Total covered,276
Unique covered,168

Round:,72
Attended,5
Total covered,352
Unique covered,178

Round:,73
Attended,3
Total covered,223
Unique covered,153

Round:,74
Attended,5
Total covered,320
Unique covered,172

Round:,75
Attended,5
Total covered,329
Unique covered,177

Round:,76
Attended,4
Total covered,273
Unique covered,162

Round:,77
Attended,5
Total covered,340
Unique covered,177

Round:,78
Attended,3
Total covered,217
Unique covered,144

Round:,79
Attended,4
Total covered,286
Unique covered,165

Round:,80
Attended,5
Total covered,343
Unique covered,176

Round:,81
Attended,5
Total covered,336
Unique covered,178

Round:,82
Attended,4
Total covered,263
Unique covered,159

Round:,83
Attended,5
Total covered,329
Unique covered,172

Round:,84
Attended,5
Total covered,363
Unique covered,180

Round:,85
Attended,5
Total covered,325
Unique covered,173

Round:,86
Attended,4
Total covered,271
Unique covered,168

Round:,87
Attended,5
Total covered,334
Unique covered,172

Round:,88
Attended,5
Total covered,359
Unique covered,179

Round:,89
Attended,5
Total covered,353
Unique covered,179

Round:,90
Attended,5
Total covered,334
Unique covered,172

Round:,91
Attended,4
Total covered,273
Unique covered,160

Round:,92
Attended,5
Total covered,351
Unique covered,185

Round:,93
Attended,5
Total covered,325
Unique covered,178

Round:,94
Attended,5
Total covered,340
Unique covered,173

Round:,95
Attended,5
Total covered,345
Unique covered,175

Round:,96
Attended,5
Total covered,350
Unique covered,175

Round:,97
Attended,5
Total covered,339
Unique covered,180

Round:,98
Attended,5
Total covered,338
Unique covered,175

Round:,99
Attended,4
Total covered,271
Unique covered,162

