Round:,0
Attended,13
Total covered,365
Unique covered,168

Round:,1
Attended,14
Total covered,383
Unique covered,174

Round:,2
Attended,14
Total covered,366
Unique covered,168

Round:,3
Attended,13
Total covered,356
Unique covered,174

Round:,4
Attended,12
Total covered,338
Unique covered,166

Round:,5
Attended,11
Total covered,287
Unique covered,155

Round:,6
Attended,15
Total covered,431
Unique covered,174

Round:,7
Attended,14
Total covered,373
Unique covered,166

Round:,8
Attended,11
Total covered,299
Unique covered,165

Round:,9
Attended,11
Total covered,291
Unique covered,152

Round:,10
Attended,13
Total covered,341
Unique covered,166

Round:,11
Attended,12
Total covered,329
Unique covered,172

Round:,12
Attended,15
Total covered,403
Unique covered,176

Round:,13
Attended,15
Total covered,391
Unique covered,177

Round:,14
Attended,13
Total covered,379
Unique covered,172

Round:,15
Attended,13
Total covered,382
Unique covered,167

Round:,16
Attended,12
Total covered,317
Unique covered,161

Round:,17
Attended,14
Total covered,380
Unique covered,172

Round:,18
Attended,14
Total covered,375
Unique covered,171

Round:,19
Attended,14
Total covered,381
Unique covered,172

Round:,20
Attended,14
Total covered,362
Unique covered,168

Round:,21
Attended,14
Total covered,382
Unique covered,178

Round:,22
Attended,15
Total covered,409
Unique covered,180

Round:,23
Attended,14
Total covered,366
Unique covered,172

Round:,24
Attended,13
Total covered,331
Unique covered,167

Round:,25
Attended,14
Total covered,373
Unique covered,172

Round:,26
Attended,15
Total covered,382
Unique covered,172

Round:,27
Attended,11
Total covered,298
Unique covered,150

Round:,28
Attended,10
Total covered,267
Unique covered,154

Round:,29
Attended,13
Total covered,337
Unique covered,174

Round:,30
Attended,13
Total covered,351
Unique covered,162

Round:,31
Attended,14
Total covered,383
Unique covered,175

Round:,32
Attended,14
Total covered,397
Unique covered,184

Round:,33
Attended,12
Total covered,313
Unique covered,163

Round:,34
Attended,15
Total covered,421
Unique covered,184

Round:,35
Attended,13
Total covered,366
Unique covered,170

Round:,36
Attended,12
Total covered,331
Unique covered,168

Round:,37
Attended,14
Total covered,347
Unique covered,167

Round:,38
Attended,15
Total covered,441
Unique covered,182

Round:,39
Attended,14
Total covered,370
Unique covered,169

Round:,40
Attended,14
Total covered,393
Unique covered,175

Round:,41
Attended,13
Total covered,383
Unique covered,175

Round:,42
Attended,13
Total covered,348
Unique covered,171

Round:,43
Attended,14
Total covered,370
Unique covered,173

Round:,44
Attended,13
Total covered,316
Unique covered,166

Round:,45
Attended,15
Total covered,429
Unique covered,185

Round:,46
Attended,13
Total covered,354
Unique covered,165

Round:,47
Attended,12
Total covered,344
Unique covered,158

Round:,48
Attended,8
Total covered,208
Unique covered,145

Round:,49
Attended,14
Total covered,403
Unique covered,181

Round:,50
Attended,15
Total covered,437
Unique covered,185

Round:,51
Attended,11
Total covered,283
Unique covered,157

Round:,52
Attended,13
Total covered,338
Unique covered,170

Round:,53
Attended,15
Total covered,417
Unique covered,180

Round:,54
Attended,14
Total covered,375
Unique covered,174

Round:,55
Attended,11
Total covered,288
Unique covered,157

Round:,56
Attended,14
Total covered,393
Unique covered,175

Round:,57
Attended,13
Total covered,350
Unique covered,166

Round:,58
Attended,14
Total covered,369
Unique covered,168

Round:,59
Attended,14
Total covered,398
Unique covered,174

Round:,60
Attended,13
Total covered,339
Unique covered,175

Round:,61
Attended,15
Total covered,415
Unique covered,173

Round:,62
Attended,13
Total covered,352
Unique covered,162

Round:,63
Attended,12
Total covered,323
Unique covered,163

Round:,64
Attended,14
Total covered,332
Unique covered,176

Round:,65
Attended,13
Total covered,361
Unique covered,173

Round:,66
Attended,14
Total covered,402
Unique covered,178

Round:,67
Attended,15
Total covered,410
Unique covered,172

Round:,68
Attended,15
Total covered,418
Unique covered,168

Round:,69
Attended,13
Total covered,372
Unique covered,175

Round:,70
Attended,14
Total covered,385
Unique covered,179

Round:,71
Attended,15
Total covered,417
Unique covered,171

Round:,72
Attended,14
Total covered,405
Unique covered,182

Round:,73
Attended,11
Total covered,286
Unique covered,151

Round:,74
Attended,12
Total covered,332
Unique covered,167

Round:,75
Attended,12
Total covered,346
Unique covered,165

Round:,76
Attended,12
Total covered,301
Unique covered,160

Round:,77
Attended,14
Total covered,389
Unique covered,175

Round:,78
Attended,14
Total covered,374
Unique covered,173

Round:,79
Attended,13
Total covered,333
Unique covered,176

Round:,80
Attended,14
Total covered,387
Unique covered,172

Round:,81
Attended,14
Total covered,376
Unique covered,172

Round:,82
Attended,12
Total covered,318
Unique covered,153

Round:,83
Attended,13
Total covered,334
Unique covered,173

Round:,84
Attended,14
Total covered,392
Unique covered,188

Round:,85
Attended,15
Total covered,425
Unique covered,180

Round:,86
Attended,14
Total covered,383
Unique covered,176

Round:,87
Attended,14
Total covered,401
Unique covered,176

Round:,88
Attended,14
Total covered,373
Unique covered,178

Round:,89
Attended,13
Total covered,359
Unique covered,174

Round:,90
Attended,14
Total covered,382
Unique covered,170

Round:,91
Attended,14
Total covered,372
Unique covered,170

Round:,92
Attended,12
Total covered,322
Unique covered,168

Round:,93
Attended,13
Total covered,365
Unique covered,173

Round:,94
Attended,14
Total covered,400
Unique covered,173

Round:,95
Attended,15
Total covered,415
Unique covered,186

Round:,96
Attended,15
Total covered,415
Unique covered,178

Round:,97
Attended,14
Total covered,365
Unique covered,175

Round:,98
Attended,15
Total covered,428
Unique covered,182

Round:,99
Attended,13
Total covered,336
Unique covered,163

