Round:,0
Attended,10
Total covered,1035
Unique covered,200

Round:,1
Attended,9
Total covered,964
Unique covered,200

Round:,2
Attended,10
Total covered,1069
Unique covered,199

Round:,3
Attended,9
Total covered,952
Unique covered,199

Round:,4
Attended,9
Total covered,947
Unique covered,200

Round:,5
Attended,10
Total covered,1061
Unique covered,199

Round:,6
Attended,9
Total covered,914
Unique covered,200

Round:,7
Attended,10
Total covered,1067
Unique covered,200

Round:,8
Attended,9
Total covered,916
Unique covered,200

Round:,9
Attended,9
Total covered,947
Unique covered,200

Round:,10
Attended,9
Total covered,930
Unique covered,200

Round:,11
Attended,8
Total covered,842
Unique covered,198

Round:,12
Attended,9
Total covered,967
Unique covered,200

Round:,13
Attended,10
Total covered,1030
Unique covered,199

Round:,14
Attended,10
Total covered,1037
Unique covered,200

Round:,15
Attended,9
Total covered,951
Unique covered,200

Round:,16
Attended,10
Total covered,1076
Unique covered,200

Round:,17
Attended,10
Total covered,1083
Unique covered,200

Round:,18
Attended,9
Total covered,941
Unique covered,200

Round:,19
Attended,9
Total covered,943
Unique covered,200

Round:,20
Attended,10
Total covered,1034
Unique covered,200

Round:,21
Attended,9
Total covered,947
Unique covered,200

Round:,22
Attended,10
Total covered,1055
Unique covered,200

Round:,23
Attended,9
Total covered,939
Unique covered,200

Round:,24
Attended,10
Total covered,1064
Unique covered,200

Round:,25
Attended,10
Total covered,1045
Unique covered,200

Round:,26
Attended,10
Total covered,1047
Unique covered,200

Round:,27
Attended,9
Total covered,970
Unique covered,200

Round:,28
Attended,10
Total covered,1083
Unique covered,200

Round:,29
Attended,10
Total covered,1057
Unique covered,200

Round:,30
Attended,9
Total covered,922
Unique covered,200

Round:,31
Attended,9
Total covered,922
Unique covered,199

Round:,32
Attended,8
Total covered,854
Unique covered,199

Round:,33
Attended,9
Total covered,954
Unique covered,199

Round:,34
Attended,9
Total covered,989
Unique covered,200

Round:,35
Attended,10
Total covered,1018
Unique covered,200

Round:,36
Attended,10
Total covered,1070
Unique covered,200

Round:,37
Attended,10
Total covered,1076
Unique covered,200

Round:,38
Attended,10
Total covered,1052
Unique covered,200

Round:,39
Attended,9
Total covered,951
Unique covered,200

Round:,40
Attended,10
Total covered,1045
Unique covered,200

Round:,41
Attended,9
Total covered,906
Unique covered,199

Round:,42
Attended,10
Total covered,1040
Unique covered,200

Round:,43
Attended,10
Total covered,1055
Unique covered,200

Round:,44
Attended,9
Total covered,931
Unique covered,199

Round:,45
Attended,10
Total covered,1055
Unique covered,200

Round:,46
Attended,9
Total covered,905
Unique covered,199

Round:,47
Attended,10
Total covered,1044
Unique covered,200

Round:,48
Attended,10
Total covered,1057
Unique covered,200

Round:,49
Attended,8
Total covered,836
Unique covered,199

Round:,50
Attended,10
Total covered,1042
Unique covered,200

Round:,51
Attended,9
Total covered,965
Unique covered,200

Round:,52
Attended,10
Total covered,1058
Unique covered,200

Round:,53
Attended,10
Total covered,1054
Unique covered,200

Round:,54
Attended,9
Total covered,938
Unique covered,200

Round:,55
Attended,10
Total covered,1049
Unique covered,200

Round:,56
Attended,10
Total covered,1049
Unique covered,199

Round:,57
Attended,10
Total covered,1050
Unique covered,200

Round:,58
Attended,9
Total covered,938
Unique covered,200

Round:,59
Attended,10
Total covered,1050
Unique covered,200

Round:,60
Attended,10
Total covered,1073
Unique covered,200

Round:,61
Attended,10
Total covered,1072
Unique covered,200

Round:,62
Attended,9
Total covered,963
Unique covered,200

Round:,63
Attended,10
Total covered,1030
Unique covered,200

Round:,64
Attended,10
Total covered,1092
Unique covered,200

Round:,65
Attended,9
Total covered,909
Unique covered,200

Round:,66
Attended,10
Total covered,1041
Unique covered,200

Round:,67
Attended,9
Total covered,954
Unique covered,200

Round:,68
Attended,8
