Round:,0
Attended,9
Total covered,596
Unique covered,191

Round:,1
Attended,9
Total covered,583
Unique covered,193

Round:,2
Attended,10
Total covered,669
Unique covered,194

Round:,3
Attended,10
Total covered,681
Unique covered,196

Round:,4
Attended,9
Total covered,631
Unique covered,194

Round:,5
Attended,10
Total covered,658
Unique covered,196

Round:,6
Attended,10
Total covered,717
Unique covered,197

Round:,7
Attended,10
Total covered,636
Unique covered,193

Round:,8
Attended,9
Total covered,611
Unique covered,197

Round:,9
Attended,10
Total covered,684
Unique covered,197

Round:,10
Attended,10
Total covered,699
Unique covered,197

Round:,11
Attended,9
Total covered,585
Unique covered,193

Round:,12
Attended,10
Total covered,665
Unique covered,198

Round:,13
Attended,10
Total covered,658
Unique covered,196

Round:,14
Attended,10
Total covered,679
Unique covered,195

Round:,15
Attended,10
Total covered,680
Unique covered,198

Round:,16
Attended,10
Total covered,678
Unique covered,199

Round:,17
Attended,10
Total covered,678
Unique covered,200

Round:,18
Attended,9
Total covered,604
Unique covered,192

Round:,19
Attended,9
Total covered,599
Unique covered,193

Round:,20
Attended,9
Total covered,599
Unique covered,194

Round:,21
Attended,9
Total covered,580
Unique covered,195

Round:,22
Attended,10
Total covered,675
Unique covered,197

Round:,23
Attended,10
Total covered,660
Unique covered,195

Round:,24
Attended,10
Total covered,662
Unique covered,196

Round:,25
Attended,8
Total covered,545
Unique covered,193

Round:,26
Attended,10
Total covered,672
Unique covered,198

Round:,27
Attended,9
Total covered,578
Unique covered,195

Round:,28
Attended,8
Total covered,524
Unique covered,193

Round:,29
Attended,10
Total covered,710
Unique covered,197

Round:,30
Attended,10
Total covered,672
Unique covered,197

Round:,31
Attended,9
Total covered,576
Unique covered,191

Round:,32
Attended,9
Total covered,607
Unique covered,195

Round:,33
Attended,10
Total covered,669
Unique covered,195

Round:,34
Attended,8
Total covered,525
Unique covered,190

Round:,35
Attended,10
Total covered,664
Unique covered,197

Round:,36
Attended,10
Total covered,648
Unique covered,193

Round:,37
Attended,10
Total covered,676
Unique covered,198

Round:,38
Attended,9
Total covered,569
Unique covered,193

Round:,39
Attended,9
Total covered,592
Unique covered,191

Round:,40
Attended,9
Total covered,578
Unique covered,195

Round:,41
Attended,9
Total covered,606
Unique covered,197

Round:,42
Attended,10
Total covered,655
Unique covered,196

Round:,43
Attended,10
Total covered,661
Unique covered,196

Round:,44
Attended,10
Total covered,673
Unique covered,194

Round:,45
Attended,9
Total covered,607
Unique covered,198

Round:,46
Attended,10
Total covered,656
Unique covered,197

Round:,47
Attended,9
Total covered,635
Unique covered,196

Round:,48
Attended,10
Total covered,657
Unique covered,197

Round:,49
Attended,10
Total covered,631
Unique covered,196

Round:,50
Attended,10
Total covered,676
Unique covered,196

Round:,51
Attended,10
Total covered,682
Unique covered,195

Round:,52
Attended,9
Total covered,610
Unique covered,194

Round:,53
Attended,10
Total covered,651
Unique covered,196

Round:,54
Attended,10
Total covered,674
Unique covered,197

Round:,55
Attended,8
Total covered,552
Unique covered,190

Round:,56
Attended,10
Total covered,673
Unique covered,195

Round:,57
Attended,10
Total covered,689
Unique covered,195

Round:,58
Attended,10
Total covered,672
Unique covered,198

Round:,59
Attended,9
Total covered,577
Unique covered,190

Round:,60
Attended,9
Total covered,594
Unique covered,194

Round:,61
Attended,10
Total covered,673
Unique covered,194

Round:,62
Attended,10
Total covered,659
Unique covered,198

Round:,63
Attended,10
Total covered,683
Unique covered,197

Round:,64
Attended,10
Total covered,665
Unique covered,199

Round:,65
Attended,9
Total covered,606
Unique covered,195

Round:,66
Attended,10
Total covered,651
Unique covered,197

Round:,67
Attended,10
Total covered,652
Unique covered,198

Round:,68
Attended,10
Total covered,670
Unique covered,197

Round:,69
Attended,10
Total covered,688
Unique covered,197

Round:,70
Attended,9
Total covered,607
Unique covered,195

Round:,71
Attended,10
Total covered,654
Unique covered,197

Round:,72
Attended,10
Total covered,668
Unique covered,197

Round:,73
Attended,10
Total covered,675
Unique covered,192

Round:,74
Attended,9
Total covered,581
Unique covered,195

Round:,75
Attended,9
Total covered,615
Unique covered,197

Round:,76
Attended,10
Total covered,644
Unique covered,194

Round:,77
Attended,9
Total covered,584
Unique covered,197

Round:,78
Attended,9
Total covered,608
Unique covered,194

Round:,79
Attended,9
Total covered,619
Unique covered,195

Round:,80
Attended,10
Total covered,642
Unique covered,198

Round:,81
Attended,10
Total covered,658
Unique covered,195

Round:,82
Attended,10
Total covered,667
Unique covered,195

Round:,83
Attended,9
Total covered,607
Unique covered,196

Round:,84
Attended,10
Total covered,668
Unique covered,195

Round:,85
Attended,9
Total covered,599
Unique covered,190

Round:,86
Attended,10
Total covered,646
Unique covered,196

Round:,87
Attended,9
Total covered,598
Unique covered,194

Round:,88
Attended,10
Total covered,649
Unique covered,197

Round:,89
Attended,10
Total covered,678
Unique covered,197

Round:,90
Attended,9
Total covered,592
Unique covered,190

Round:,91
Attended,8
Total covered,541
Unique covered,193

Round:,92
Attended,10
Total covered,690
Unique covered,198

Round:,93
Attended,10
Total covered,665
Unique covered,197

Round:,94
Attended,9
Total covered,599
Unique covered,195

Round:,95
Attended,10
Total covered,668
Unique covered,197

Round:,96
Attended,10
Total covered,653
Unique covered,198

Round:,97
Attended,10
Total covered,635
Unique covered,196

Round:,98
Attended,9
Total covered,597
Unique covered,197

Round:,99
Attended,10
Total covered,689
Unique covered,199

