Round:,0
Attended,9
Total covered,316
Unique covered,96

Round:,1
Attended,10
Total covered,345
Unique covered,97

Round:,2
Attended,8
Total covered,268
Unique covered,98

Round:,3
Attended,10
Total covered,340
Unique covered,98

Round:,4
Attended,9
Total covered,298
Unique covered,95

Round:,5
Attended,10
Total covered,309
Unique covered,98

Round:,6
Attended,8
Total covered,267
Unique covered,98

Round:,7
Attended,9
Total covered,291
Unique covered,99

Round:,8
Attended,9
Total covered,316
Unique covered,100

Round:,9
Attended,9
Total covered,301
Unique covered,97

Round:,10
Attended,10
Total covered,361
Unique covered,99

Round:,11
Attended,9
Total covered,306
Unique covered,100

Round:,12
Attended,8
Total covered,266
Unique covered,99

Round:,13
Attended,8
Total covered,251
Unique covered,92

Round:,14
Attended,9
Total covered,313
Unique covered,96

Round:,15
Attended,8
Total covered,272
Unique covered,94

Round:,16
Attended,9
Total covered,320
Unique covered,97

Round:,17
Attended,10
Total covered,320
Unique covered,97

Round:,18
Attended,10
Total covered,334
Unique covered,99

Round:,19
Attended,9
Total covered,306
Unique covered,99

Round:,20
Attended,8
Total covered,276
Unique covered,97

Round:,21
Attended,9
Total covered,313
Unique covered,98

Round:,22
Attended,10
Total covered,335
Unique covered,96

Round:,23
Attended,10
Total covered,340
Unique covered,98

Round:,24
Attended,9
Total covered,306
Unique covered,96

Round:,25
Attended,10
Total covered,338
Unique covered,98

Round:,26
Attended,9
Total covered,286
Unique covered,97

Round:,27
Attended,10
Total covered,317
Unique covered,98

Round:,28
Attended,10
Total covered,346
Unique covered,99

Round:,29
Attended,8
Total covered,261
Unique covered,98

Round:,30
Attended,10
Total covered,328
Unique covered,98

Round:,31
Attended,10
Total covered,317
Unique covered,99

Round:,32
Attended,10
Total covered,336
Unique covered,100

Round:,33
Attended,8
Total covered,279
Unique covered,96

Round:,34
Attended,9
Total covered,328
Unique covered,99

Round:,35
Attended,10
Total covered,345
Unique covered,99

Round:,36
Attended,9
Total covered,283
Unique covered,96

Round:,37
Attended,9
Total covered,321
Unique covered,98

Round:,38
Attended,9
Total covered,289
Unique covered,98

Round:,39
Attended,10
Total covered,339
Unique covered,100

Round:,40
Attended,9
Total covered,288
Unique covered,96

Round:,41
Attended,8
Total covered,266
Unique covered,97

Round:,42
Attended,10
Total covered,342
Unique covered,97

Round:,43
Attended,6
Total covered,194
Unique covered,89

Round:,44
Attended,9
Total covered,302
Unique covered,97

Round:,45
Attended,10
Total covered,339
Unique covered,98

Round:,46
Attended,9
Total covered,318
Unique covered,99

Round:,47
Attended,10
Total covered,347
Unique covered,99

Round:,48
Attended,8
Total covered,270
Unique covered,95

Round:,49
Attended,8
Total covered,263
Unique covered,96

Round:,50
Attended,10
Total covered,342
Unique covered,97

Round:,51
Attended,9
Total covered,312
Unique covered,99

Round:,52
Attended,10
Total covered,331
Unique covered,98

Round:,53
Attended,7
Total covered,234
Unique covered,94

Round:,54
Attended,9
Total covered,284
Unique covered,96

Round:,55
Attended,9
Total covered,321
Unique covered,97

Round:,56
Attended,8
Total covered,269
Unique covered,95

Round:,57
Attended,9
Total covered,293
Unique covered,97

Round:,58
Attended,10
Total covered,327
Unique covered,98

Round:,59
Attended,9
Total covered,297
Unique covered,98

Round:,60
Attended,9
Total covered,289
Unique covered,97

Round:,61
Attended,10
Total covered,346
Unique covered,99

Round:,62
Attended,9
Total covered,283
Unique covered,99

Round:,63
Attended,10
Total covered,318
Unique covered,100

Round:,64
Attended,10
Total covered,323
Unique covered,100

Round:,65
Attended,10
Total covered,330
Unique covered,98

Round:,66
Attended,9
Total covered,307
Unique covered,96

Round:,67
Attended,8
Total covered,272
Unique covered,97

Round:,68
Attended,10
Total covered,333
Unique covered,99

Round:,69
Attended,10
Total covered,332
Unique covered,98

Round:,70
Attended,10
Total covered,373
Unique covered,96

Round:,71
Attended,9
Total covered,292
Unique covered,97

Round:,72
Attended,9
Total covered,288
Unique covered,97

Round:,73
Attended,8
Total covered,262
Unique covered,95

Round:,74
Attended,8
Total covered,266
Unique covered,98

Round:,75
Attended,9
Total covered,300
Unique covered,97

Round:,76
Attended,8
Total covered,262
Unique covered,98

Round:,77
Attended,10
Total covered,324
Unique covered,99

Round:,78
Attended,10
Total covered,330
Unique covered,98

Round:,79
Attended,10
Total covered,316
Unique covered,99

Round:,80
Attended,10
Total covered,320
Unique covered,98

Round:,81
Attended,9
Total covered,284
Unique covered,98

Round:,82
Attended,10
Total covered,323
Unique covered,98

Round:,83
Attended,9
Total covered,315
Unique covered,99

Round:,84
Attended,10
Total covered,315
Unique covered,97

Round:,85
Attended,8
Total covered,282
Unique covered,96

Round:,86
Attended,10
Total covered,331
Unique covered,99

Round:,87
Attended,8
Total covered,258
Unique covered,98

Round:,88
Attended,9
Total covered,292
Unique covered,97

Round:,89
Attended,9
Total covered,317
Unique covered,97

Round:,90
Attended,9
Total covered,288
Unique covered,96

Round:,91
Attended,9
Total covered,298
Unique covered,99

Round:,92
Attended,9
Total covered,288
Unique covered,98

Round:,93
Attended,9
Total covered,283
Unique covered,97

Round:,94
Attended,9
Total covered,320
Unique covered,97

Round:,95
Attended,9
Total covered,286
Unique covered,96

Round:,96
Attended,10
Total covered,340
Unique covered,98

Round:,97
Attended,10
Total covered,323
Unique covered,96

Round:,98
Attended,9
Total covered,304
Unique covered,97

Round:,99
Attended,7
Total covered,224
Unique covered,93

